gender_encoded,organization_encoded,extracurricular_encoded,origin_jhs_encoded,address_encoded,parent_status_encoded,father_edu_encoded,father_work_encoded,mother_edu_encoded,mother_work_encoded,scholarship_encoded,house_status_encoded,final_score,final_score_cat,rata_rata_nilai,n_agama,n_pkn,n_bindo,n_mat,n_bing,n_por,n_bjawa,n_kejuruan,n_sikap,n_agama_normalized,n_pkn_normalized,n_bindo_normalized,n_mat_normalized,n_bing_normalized,n_por_normalized,n_bjawa_normalized,n_kejuruan_normalized,n_sikap_normalized,absences,family_size,total_family_income
1,0,0,0,1,1,7,0,7,9,0,1,,,84.875,95,82,79,80,82,86,90,85,,1.4367324724597803,-0.5880910639415211,-1.952321315016872,-0.9149999233328792,-0.768618241382107,0.09439079383572432,1.2693491496685754,-1.0461311176719927,,4,5,0.0
1,0,0,0,1,1,7,2,7,0,0,0,,,87.375,95,84,91,85,82,85,91,86,,1.4367324724597803,0.48071137923032525,1.5365869222575383,0.6183593843666997,-0.768618241382107,-0.25538634695813067,1.7144793717563667,-0.5118302604361792,,2,4,0.0
1,0,0,0,1,1,7,1,7,9,0,1,,,85.625,83,83,91,83,83,87,91,84,,-0.7335786977029932,-0.05368984235559793,1.5365869222575383,0.0050156612868681475,-0.45987248135250347,0.4441679346295793,1.7144793717563667,-1.5804319749078062,,2,4,0.0
0,1,0,1,1,1,7,2,6,5,0,1,,,84.25,94,82,83,78,78,86,88,85,,1.2558732082795492,-0.5880910639415211,-0.7893519025920686,-1.5283436464127107,-2.0036012815005213,0.09439079383572432,0.3790887054929925,-1.0461311176719927,,2,4,0.0
1,0,1,0,1,1,7,10,7,9,0,1,,,88.375,95,82,95,86,85,88,88,88,,1.4367324724597803,-0.5880910639415211,2.6995563346823417,0.9250312459066155,0.15761903870670363,0.7939450754234343,0.3790887054929925,0.5567714540354478,,2,5,0.0
1,0,0,0,1,1,7,1,7,2,0,1,,,87.375,95,82,91,84,85,86,89,87,,1.4367324724597803,-0.5880910639415211,1.5365869222575383,0.3116875228267839,0.15761903870670363,0.09439079383572432,0.824218927580784,0.02247059679963432,,2,4,0.0
1,0,0,0,1,1,7,1,7,9,0,1,,,88.75,96,84,90,90,85,87,90,88,,1.6175917366400114,0.48071137923032525,1.2458445691513376,2.1517186920662787,0.15761903870670363,0.4441679346295793,1.2693491496685754,0.5567714540354478,,3,4,0.0
1,0,0,0,1,1,0,10,3,1,0,1,,,84.875,89,83,85,80,80,86,91,85,,0.3515768873783936,-0.05368984235559793,-0.2078671963796668,-0.9149999233328792,-1.3861097614413143,0.09439079383572432,1.7144793717563667,-1.0461311176719927,,3,5,0.0
1,0,0,0,0,1,2,11,7,1,0,1,,,85.0,90,82,80,82,80,90,89,87,,0.5324361515586247,-0.5880910639415211,-1.6615789619106711,-0.3016562002530476,-1.3861097614413143,1.4934993570111441,0.824218927580784,0.02247059679963432,,3,4,0.0
1,0,0,0,0,1,7,10,7,9,0,1,,,87.875,96,81,91,85,82,90,90,88,,1.6175917366400114,-1.1224922855274442,1.5365869222575383,0.6183593843666997,-0.768618241382107,1.4934993570111441,1.2693491496685754,0.5567714540354478,,1,4,0.0
1,0,0,0,1,1,4,10,3,1,0,2,,,87.125,93,82,91,86,84,86,88,87,,1.075013944099318,-0.5880910639415211,1.5365869222575383,0.9250312459066155,-0.15112672132289995,0.09439079383572432,0.3790887054929925,0.02247059679963432,,1,4,0.0
1,0,0,0,0,1,7,1,7,11,0,2,,,84.375,86,82,88,80,81,85,89,84,,-0.1910009051622998,-0.5880910639415211,0.6643598629389358,-0.9149999233328792,-1.0773640014117105,-0.25538634695813067,0.824218927580784,-1.5804319749078062,,0,5,0.0
1,0,0,0,1,1,6,0,9,9,0,2,,,87.75,94,85,88,86,87,86,89,87,,1.2558732082795492,1.0151126008162483,0.6643598629389358,0.9250312459066155,0.7751105587659107,0.09439079383572432,0.824218927580784,0.02247059679963432,,0,5,0.0
1,0,0,0,1,1,9,1,7,9,0,2,,,88.125,91,82,92,87,86,90,89,88,,0.7132954157388558,-0.5880910639415211,1.8273292753637391,1.2317031074465312,0.46636479873630715,1.4934993570111441,0.824218927580784,0.5567714540354478,,2,4,0.0
1,0,0,0,1,1,4,1,1,9,0,1,,,87.125,90,84,85,85,86,89,91,87,,0.5324361515586247,0.48071137923032525,-0.2078671963796668,0.6183593843666997,0.46636479873630715,1.1437222162172893,1.7144793717563667,0.02247059679963432,,3,5,0.0
1,0,0,0,0,1,7,1,7,9,0,1,,,88.0,95,83,94,85,82,88,91,86,,1.4367324724597803,-0.05368984235559793,2.4088139815761407,0.6183593843666997,-0.768618241382107,0.7939450754234343,1.7144793717563667,-0.5118302604361792,,0,3,0.0
1,0,0,1,0,1,6,9,6,5,0,0,,,86.0,94,83,85,82,81,88,89,86,,1.2558732082795492,-0.05368984235559793,-0.2078671963796668,-0.3016562002530476,-1.0773640014117105,0.7939450754234343,0.824218927580784,-0.5118302604361792,,4,7,0.0
1,0,0,0,1,1,9,0,9,9,0,2,,,85.75,85,82,92,85,81,86,90,85,,-0.3718601693425309,-0.5880910639415211,1.8273292753637391,0.6183593843666997,-1.0773640014117105,0.09439079383572432,1.2693491496685754,-1.0461311176719927,,2,4,0.0
1,0,1,0,1,1,2,10,1,1,0,1,,,88.0,95,82,91,88,82,88,90,88,,1.4367324724597803,-0.5880910639415211,1.5365869222575383,1.538374968986447,-0.768618241382107,0.7939450754234343,1.2693491496685754,0.5567714540354478,,0,4,0.0
1,0,0,0,1,0,7,9,7,2,0,0,,,87.0,94,84,92,85,80,86,89,86,,1.2558732082795492,0.48071137923032525,1.8273292753637391,0.6183593843666997,-1.3861097614413143,0.09439079383572432,0.824218927580784,-0.5118302604361792,,2,3,0.0
1,0,0,0,1,1,7,11,6,12,1,2,,,87.125,92,81,91,86,83,89,89,86,,0.894154679919087,-1.1224922855274442,1.5365869222575383,0.9250312459066155,-0.45987248135250347,1.1437222162172893,0.824218927580784,-0.5118302604361792,,1,5,0.0
1,0,0,0,1,0,10,9,7,9,0,0,,,84.625,83,81,92,80,81,86,88,86,,-0.7335786977029932,-1.1224922855274442,1.8273292753637391,-0.9149999233328792,-1.0773640014117105,0.09439079383572432,0.3790887054929925,-0.5118302604361792,,0,5,0.0
1,0,0,0,1,1,7,1,9,9,0,1,,,86.5,93,81,91,86,79,87,88,87,,1.075013944099318,-1.1224922855274442,1.5365869222575383,0.9250312459066155,-1.6948555214709178,0.4441679346295793,0.3790887054929925,0.02247059679963432,,1,5,0.0
1,0,0,0,1,1,10,9,7,11,0,0,,,84.25,91,82,80,83,79,86,89,84,,0.7132954157388558,-0.5880910639415211,-1.6615789619106711,0.0050156612868681475,-1.6948555214709178,0.09439079383572432,0.824218927580784,-1.5804319749078062,,1,3,0.0
1,0,0,0,1,1,7,0,7,9,0,2,,,85.5,94,82,85,82,80,88,88,85,,1.2558732082795492,-0.5880910639415211,-0.2078671963796668,-0.3016562002530476,-1.3861097614413143,0.7939450754234343,0.3790887054929925,-1.0461311176719927,,3,3,0.0
1,0,0,0,1,1,9,1,6,9,0,1,,,86.625,95,82,87,84,81,88,91,85,,1.4367324724597803,-0.5880910639415211,0.3736175098327349,0.3116875228267839,-1.0773640014117105,0.7939450754234343,1.7144793717563667,-1.0461311176719927,,0,4,0.0
1,0,1,0,1,1,7,0,9,9,0,2,,,87.125,95,82,92,85,80,86,90,87,,1.4367324724597803,-0.5880910639415211,1.8273292753637391,0.6183593843666997,-1.3861097614413143,0.09439079383572432,1.2693491496685754,0.02247059679963432,,0,5,0.0
1,0,0,0,1,1,7,1,7,9,0,1,,,84.125,84,81,91,82,78,84,90,83,,-0.5527194335227621,-1.1224922855274442,1.5365869222575383,-0.3016562002530476,-2.0036012815005213,-0.6051634877519856,1.2693491496685754,-2.11473283214362,,4,3,0.0
1,0,0,0,1,1,7,10,7,1,0,2,,,87.25,95,82,85,86,81,92,90,87,,1.4367324724597803,-0.5880910639415211,-0.2078671963796668,0.9250312459066155,-1.0773640014117105,2.193053638598854,1.2693491496685754,0.02247059679963432,,0,5,0.0
1,0,0,0,1,1,7,1,7,9,0,1,,,86.25,84,81,90,85,85,90,88,87,,-0.5527194335227621,-1.1224922855274442,1.2458445691513376,0.6183593843666997,0.15761903870670363,1.4934993570111441,0.3790887054929925,0.02247059679963432,,4,6,0.0
1,0,0,1,1,1,6,10,9,9,0,1,,,85.125,94,81,82,80,81,87,89,87,,1.2558732082795492,-1.1224922855274442,-1.0800942556982693,-0.9149999233328792,-1.0773640014117105,0.4441679346295793,0.824218927580784,0.02247059679963432,,1,4,0.0
1,0,0,0,1,1,9,1,9,9,1,1,,,84.0,81,81,81,82,83,90,89,85,,-1.0952972260634555,-1.1224922855274442,-1.3708366088044703,-0.3016562002530476,-0.45987248135250347,1.4934993570111441,0.824218927580784,-1.0461311176719927,,1,3,0.0
1,0,0,0,1,1,7,11,10,9,0,1,,,85.0,82,81,85,84,81,90,90,87,,-0.9144379618832243,-1.1224922855274442,-0.2078671963796668,0.3116875228267839,-1.0773640014117105,1.4934993570111441,1.2693491496685754,0.02247059679963432,,5,5,0.0
1,0,0,0,0,1,7,9,3,11,0,0,,,85.375,84,80,85,85,83,91,89,86,,-0.5527194335227621,-1.6568935071133675,-0.2078671963796668,0.6183593843666997,-0.45987248135250347,1.8432764978049991,0.824218927580784,-0.5118302604361792,,3,5,0.0
1,0,0,0,1,1,6,0,9,9,1,2,,,86.875,95,82,81,85,83,92,90,87,,1.4367324724597803,-0.5880910639415211,-1.3708366088044703,0.6183593843666997,-0.45987248135250347,2.193053638598854,1.2693491496685754,0.02247059679963432,,1,6,0.0
1,0,0,0,1,1,7,3,7,9,0,1,,,86.875,95,80,83,87,83,91,89,87,,1.4367324724597803,-1.6568935071133675,-0.7893519025920686,1.2317031074465312,-0.45987248135250347,1.8432764978049991,0.824218927580784,0.02247059679963432,,2,4,0.0
1,0,0,0,1,1,7,0,7,9,1,1,,,85.875,95,81,83,78,82,92,90,86,,1.4367324724597803,-1.1224922855274442,-0.7893519025920686,-1.5283436464127107,-0.768618241382107,2.193053638598854,1.2693491496685754,-0.5118302604361792,,3,3,0.0
0,1,0,0,1,1,5,3,3,9,0,1,,,86.125,95,81,82,82,83,89,90,87,,1.4367324724597803,-1.1224922855274442,-1.0800942556982693,-0.3016562002530476,-0.45987248135250347,1.1437222162172893,1.2693491496685754,0.02247059679963432,,2,4,0.0
1,0,0,1,1,1,7,10,10,1,0,2,,,84.75,81,81,86,83,83,90,89,85,,-1.0952972260634555,-1.1224922855274442,0.08287515672653405,0.0050156612868681475,-0.45987248135250347,1.4934993570111441,0.824218927580784,-1.0461311176719927,,4,4,0.0
1,0,0,0,1,1,9,7,9,12,0,1,,,84.625,82,81,82,82,82,91,90,87,,-0.9144379618832243,-1.1224922855274442,-1.0800942556982693,-0.3016562002530476,-0.768618241382107,1.8432764978049991,1.2693491496685754,0.02247059679963432,,4,4,0.0
1,0,0,0,1,1,7,1,1,9,0,1,,,85.125,85,81,83,81,84,90,90,87,,-0.3718601693425309,-1.1224922855274442,-0.7893519025920686,-0.6083280617929634,-0.15112672132289995,1.4934993570111441,1.2693491496685754,0.02247059679963432,,5,4,0.0
0,1,0,0,1,0,7,9,9,9,0,0,,,87.0,96,83,85,85,82,89,88,88,,1.6175917366400114,-0.05368984235559793,-0.2078671963796668,0.6183593843666997,-0.768618241382107,1.1437222162172893,0.3790887054929925,0.5567714540354478,,2,4,0.0
1,0,0,0,0,1,2,2,3,9,0,1,,,88.375,95,82,90,88,85,91,87,89,,1.4367324724597803,-0.5880910639415211,1.2458445691513376,1.538374968986447,0.15761903870670363,1.8432764978049991,-0.06604151659479887,1.0910723112712613,,3,4,0.0
1,0,0,0,1,1,9,1,6,9,0,1,,,85.0,92,81,79,83,83,87,88,87,,0.894154679919087,-1.1224922855274442,-1.952321315016872,0.0050156612868681475,-0.45987248135250347,0.4441679346295793,0.3790887054929925,0.02247059679963432,,2,4,0.0
1,0,0,0,1,1,7,0,9,0,0,2,,,86.125,91,80,83,85,82,91,90,87,,0.7132954157388558,-1.6568935071133675,-0.7893519025920686,0.6183593843666997,-0.768618241382107,1.8432764978049991,1.2693491496685754,0.02247059679963432,,3,4,0.0
1,0,1,0,1,1,7,1,7,9,0,2,,,88.25,96,83,91,86,81,90,90,89,,1.6175917366400114,-0.05368984235559793,1.5365869222575383,0.9250312459066155,-1.0773640014117105,1.4934993570111441,1.2693491496685754,1.0910723112712613,,2,3,0.0
1,0,0,0,1,1,7,2,7,9,0,2,,,86.125,94,80,85,83,83,88,90,86,,1.2558732082795492,-1.6568935071133675,-0.2078671963796668,0.0050156612868681475,-0.45987248135250347,0.7939450754234343,1.2693491496685754,-0.5118302604361792,,5,6,0.0
1,0,0,0,0,1,7,10,3,2,0,1,,,87.625,95,82,87,84,84,91,88,90,,1.4367324724597803,-0.5880910639415211,0.3736175098327349,0.3116875228267839,-0.15112672132289995,1.8432764978049991,0.3790887054929925,1.6253731685070747,,2,4,0.0
1,0,0,0,1,1,7,10,1,9,0,1,,,85.375,84,83,85,86,81,88,88,88,,-0.5527194335227621,-0.05368984235559793,-0.2078671963796668,0.9250312459066155,-1.0773640014117105,0.7939450754234343,0.3790887054929925,0.5567714540354478,,4,4,0.0
1,0,0,0,1,1,9,1,6,1,0,1,,,87.25,95,82,85,86,83,89,90,88,,1.4367324724597803,-0.5880910639415211,-0.2078671963796668,0.9250312459066155,-0.45987248135250347,1.1437222162172893,1.2693491496685754,0.5567714540354478,,3,4,0.0
1,0,0,0,1,1,9,10,9,9,0,1,,,87.375,94,82,88,86,82,89,91,87,,1.2558732082795492,-0.5880910639415211,0.6643598629389358,0.9250312459066155,-0.768618241382107,1.1437222162172893,1.7144793717563667,0.02247059679963432,,3,5,0.0
1,0,0,0,1,1,7,10,7,9,0,2,,,87.25,94,81,90,84,84,88,90,87,,1.2558732082795492,-1.1224922855274442,1.2458445691513376,0.3116875228267839,-0.15112672132289995,0.7939450754234343,1.2693491496685754,0.02247059679963432,,0,6,0.0
1,0,0,0,1,1,7,1,7,9,0,1,,,86.25,94,83,82,84,83,88,88,88,,1.2558732082795492,-0.05368984235559793,-1.0800942556982693,0.3116875228267839,-0.45987248135250347,0.7939450754234343,0.3790887054929925,0.5567714540354478,,0,4,0.0
1,0,0,0,0,1,7,1,9,9,0,1,,,85.5,93,82,81,82,81,89,88,88,,1.075013944099318,-0.5880910639415211,-1.3708366088044703,-0.3016562002530476,-1.0773640014117105,1.1437222162172893,0.3790887054929925,0.5567714540354478,,1,5,0.0
1,0,0,0,1,1,6,1,6,2,0,1,,,85.75,95,81,82,85,83,85,88,87,,1.4367324724597803,-1.1224922855274442,-1.0800942556982693,0.6183593843666997,-0.45987248135250347,-0.25538634695813067,0.3790887054929925,0.02247059679963432,,0,3,0.0
1,0,1,1,0,0,10,9,9,1,0,0,,,88.125,97,81,91,85,83,91,89,88,,1.7984510008202426,-1.1224922855274442,1.5365869222575383,0.6183593843666997,-0.45987248135250347,1.8432764978049991,0.824218927580784,0.5567714540354478,,1,4,0.0
1,0,1,0,1,1,7,0,7,9,0,2,,,86.5,92,80,87,86,82,88,90,87,,0.894154679919087,-1.6568935071133675,0.3736175098327349,0.9250312459066155,-0.768618241382107,0.7939450754234343,1.2693491496685754,0.02247059679963432,,2,6,0.0
