,n_sikap_A,n_kejuruan,mother_work_Lainnya,n_mat,n_por,n_agama,n_bjawa,mother_salary_Sangat Rendah,father_salary_Tidak Berpenghasilan,n_bindo,extracurricular_tidak,father_edu_SMP sederajat,father_work_Buruh,mother_salary_Cukup Rendah,mother_work_Buruh,Actual_final_score
184,0,0.615384615384615,0,0.40000000000000036,0.6111111111111116,0.6800000000000002,0.6428571428571423,0,0,0.33333333333333304,0,0,0,0,0,1
228,1,0.6923076923076925,0,0.40000000000000036,0.8333333333333339,0.7600000000000002,0.8571428571428568,0,0,0.3888888888888884,1,0,1,1,0,1
123,0,0.23076923076923084,0,0.15000000000000036,0.6111111111111116,0.7200000000000002,0.8571428571428568,0,0,0.2777777777777777,1,0,0,0,0,0
855,0,0.6923076923076925,0,0.5,0.3888888888888893,0.3200000000000003,0.4285714285714288,0,0,0.5,1,0,0,0,0,0
527,0,0.38461538461538414,0,0.10000000000000009,0.44444444444444464,0.16000000000000014,0.2857142857142856,0,0,0.3888888888888884,1,0,0,0,0,1
716,1,0.6923076923076925,0,0.5,0.6111111111111116,0.6800000000000002,0.5,0,0,0.6111111111111107,0,0,0,0,0,1
711,0,0.615384615384615,0,0.35000000000000053,0.6111111111111116,0.3200000000000003,0.5714285714285712,0,0,0.5555555555555554,0,0,0,0,0,1
34,1,0.7692307692307692,0,0.5499999999999998,0.8888888888888893,0.7200000000000002,0.7857142857142856,0,0,0.7222222222222223,1,0,0,0,0,1
764,0,0.38461538461538414,0,0.0,0.0,0.20000000000000018,0.2142857142857144,0,0,0.2777777777777777,1,0,0,0,0,0
525,0,0.615384615384615,0,0.15000000000000036,0.5555555555555562,0.3599999999999999,0.4285714285714288,0,0,0.6111111111111107,1,0,1,0,0,0
186,0,0.5384615384615383,0,0.2999999999999998,0.3888888888888893,0.8000000000000003,0.7857142857142856,0,0,0.3888888888888884,1,0,0,0,0,1
369,0,0.4615384615384617,0,0.0,0.3333333333333339,0.6400000000000001,0.7857142857142856,0,0,0.33333333333333304,1,0,0,0,0,0
222,1,0.7692307692307692,0,0.40000000000000036,0.5,0.7200000000000002,0.7857142857142856,0,0,0.3888888888888884,1,0,0,0,0,1
601,0,0.5384615384615383,1,0.5,0.666666666666667,0.48,0.5,1,0,0.5555555555555554,0,1,0,0,0,1
388,0,0.4615384615384617,0,0.25,0.7222222222222223,0.8000000000000003,0.7857142857142856,0,0,0.33333333333333304,1,0,0,1,0,1
176,0,0.6923076923076925,0,0.4500000000000002,0.7222222222222223,0.48,0.7142857142857144,0,0,0.3888888888888884,1,1,0,0,0,1
454,0,0.615384615384615,0,0.10000000000000009,0.666666666666667,0.20000000000000018,0.4285714285714288,0,0,0.5,1,0,0,0,0,0
564,0,0.6923076923076925,0,0.40000000000000036,0.6111111111111116,0.20000000000000018,0.5,0,1,0.5555555555555554,1,1,0,0,0,1
211,0,0.38461538461538414,0,0.35000000000000053,0.8333333333333339,0.6000000000000001,0.6428571428571423,0,0,0.22222222222222232,1,0,0,0,0,0
212,0,0.38461538461538414,0,0.40000000000000036,0.3333333333333339,0.0,0.7857142857142856,0,1,0.22222222222222232,1,0,0,0,0,0
731,0,0.7692307692307692,0,0.5499999999999998,0.5,0.43999999999999995,0.5,0,0,0.6666666666666661,1,0,0,0,0,1
177,1,0.6923076923076925,0,0.5,0.5555555555555562,0.7600000000000002,0.7142857142857144,0,0,0.5555555555555554,1,0,1,1,1,1
597,0,0.615384615384615,0,0.5,0.5,0.28000000000000025,0.5714285714285712,0,1,0.5,1,0,0,1,0,1
321,0,0.4615384615384617,0,0.5499999999999998,0.7777777777777777,0.6800000000000002,0.7857142857142856,0,1,0.22222222222222232,1,0,0,1,0,1
657,0,0.7692307692307692,0,0.5499999999999998,0.6111111111111116,0.3200000000000003,0.5,0,0,0.7222222222222223,1,0,1,0,1,1
483,0,0.6923076923076925,0,0.10000000000000009,0.666666666666667,0.43999999999999995,0.9285714285714288,0,0,0.7222222222222223,1,1,0,0,1,1
324,0,0.5384615384615383,0,0.25,0.5555555555555562,0.28000000000000025,0.7857142857142856,0,0,0.2777777777777777,1,1,0,0,0,0
292,0,0.6923076923076925,0,0.40000000000000036,0.7777777777777777,0.2400000000000002,0.7142857142857144,0,0,0.05555555555555536,1,1,0,0,0,1
648,0,0.6923076923076925,0,0.5499999999999998,0.5555555555555562,0.3999999999999999,0.5,0,0,0.5555555555555554,1,1,1,0,0,1
430,0,0.6923076923076925,0,0.7000000000000002,0.5555555555555562,0.56,0.5714285714285712,0,0,0.6666666666666661,1,0,0,0,0,1
565,0,0.6923076923076925,0,0.40000000000000036,0.5,0.48,0.5,0,0,0.5555555555555554,1,0,0,0,0,1
778,0,0.6923076923076925,0,0.15000000000000036,0.22222222222222232,0.16000000000000014,0.4285714285714288,0,0,0.33333333333333304,1,0,0,0,0,0
245,0,0.6923076923076925,0,0.40000000000000036,0.5,0.28000000000000025,0.8571428571428568,0,0,0.3888888888888884,1,0,0,0,0,1
476,1,0.8461538461538458,0,0.25,0.666666666666667,0.3599999999999999,1.0,0,0,0.7222222222222223,1,0,0,0,0,1
587,0,0.5384615384615383,0,0.40000000000000036,0.44444444444444464,0.52,0.5714285714285712,0,0,0.5,1,0,0,0,0,1
842,0,0.5384615384615383,1,0.050000000000000266,0.3888888888888893,0.2400000000000002,0.2142857142857144,1,0,0.33333333333333304,1,1,0,0,0,0
695,0,0.6923076923076925,0,0.40000000000000036,0.666666666666667,0.28000000000000025,0.5714285714285712,0,0,0.7777777777777777,1,0,1,0,0,1
553,0,0.4615384615384617,0,0.15000000000000036,0.5555555555555562,0.43999999999999995,0.4285714285714288,0,0,0.5,0,0,0,1,0,0
14,1,0.6923076923076925,0,0.75,0.7777777777777777,0.8399999999999999,0.8571428571428568,0,0,0.6111111111111107,1,0,0,0,0,1
740,0,0.7692307692307692,0,0.4500000000000002,0.6111111111111116,0.3999999999999999,0.5,0,0,0.5,1,0,0,0,0,1
279,1,0.5384615384615383,0,0.4500000000000002,0.6111111111111116,0.8000000000000003,0.7142857142857144,0,0,0.6111111111111107,1,1,0,0,0,1
255,0,0.4615384615384617,0,0.5,0.6111111111111116,0.3599999999999999,0.5714285714285712,0,0,0.5555555555555554,1,0,0,1,0,0
450,0,0.7692307692307692,0,0.2999999999999998,0.6111111111111116,0.43999999999999995,0.5714285714285712,0,0,0.5555555555555554,1,0,0,0,0,1
521,0,0.6923076923076925,0,0.15000000000000036,0.5555555555555562,0.3200000000000003,0.4285714285714288,0,0,0.6111111111111107,1,0,0,1,0,1
371,0,0.38461538461538414,0,0.0,0.3333333333333339,0.28000000000000025,0.7857142857142856,0,0,0.33333333333333304,1,0,0,0,0,0
112,0,0.38461538461538414,0,0.6500000000000004,0.6111111111111116,0.8000000000000003,0.8571428571428568,0,0,0.05555555555555536,1,0,0,0,0,0
699,0,0.615384615384615,0,0.40000000000000036,0.44444444444444464,0.16000000000000014,0.5714285714285712,0,0,0.5555555555555554,1,1,0,0,0,0
620,0,0.6923076923076925,0,0.40000000000000036,0.3888888888888893,0.3200000000000003,0.5714285714285712,1,0,0.3888888888888884,1,0,0,0,0,0
102,0,0.5384615384615383,0,0.5,0.666666666666667,0.3599999999999999,0.7857142857142856,0,0,0.5555555555555554,1,0,0,0,0,1
110,1,0.8461538461538458,0,0.6000000000000005,0.6111111111111116,0.8399999999999999,0.7142857142857144,0,0,0.22222222222222232,1,0,0,0,0,1
473,0,0.6923076923076925,0,0.15000000000000036,0.6111111111111116,0.2400000000000002,0.4285714285714288,0,0,0.6111111111111107,1,0,0,0,0,0
579,0,0.4615384615384617,0,0.5,0.666666666666667,0.3200000000000003,0.5714285714285712,0,0,0.44444444444444464,0,0,0,0,0,1
238,0,0.615384615384615,0,0.40000000000000036,0.3888888888888893,0.3599999999999999,0.7142857142857144,0,1,0.3888888888888884,1,0,0,1,0,1
126,1,0.7692307692307692,0,0.5499999999999998,0.6111111111111116,0.3999999999999999,0.7857142857142856,0,0,0.22222222222222232,1,0,0,0,0,1
800,0,0.7692307692307692,0,0.2999999999999998,0.44444444444444464,0.3599999999999999,0.4285714285714288,1,0,0.5,1,1,0,0,1,0
798,1,0.8461538461538458,0,0.5,0.6111111111111116,0.48,0.5714285714285712,0,0,0.6666666666666661,1,0,0,0,0,1
313,0,0.4615384615384617,0,0.35000000000000053,0.8333333333333339,0.8000000000000003,0.7142857142857144,0,0,0.33333333333333304,1,0,0,0,0,1
199,0,0.615384615384615,0,0.40000000000000036,0.6111111111111116,0.7600000000000002,0.7142857142857144,0,0,0.2777777777777777,1,0,0,0,0,1
189,0,0.4615384615384617,0,0.40000000000000036,0.6111111111111116,0.8000000000000003,0.7142857142857144,1,0,0.3888888888888884,0,0,1,0,1,1
753,0,0.7692307692307692,0,0.35000000000000053,0.44444444444444464,0.28000000000000025,0.5714285714285712,0,0,0.7222222222222223,1,0,0,0,0,1
443,1,0.8461538461538458,0,0.6500000000000004,0.666666666666667,0.56,0.6428571428571423,0,0,0.7777777777777777,1,0,0,1,0,1
328,0,0.4615384615384617,0,0.40000000000000036,0.5555555555555562,0.8399999999999999,0.8571428571428568,0,0,0.11111111111111072,1,0,0,0,0,1
496,0,0.5384615384615383,0,0.7000000000000002,0.5555555555555562,0.3200000000000003,0.7857142857142856,0,0,0.5555555555555554,1,0,1,0,0,1
557,0,0.7692307692307692,0,0.35000000000000053,0.27777777777777857,0.3200000000000003,0.5714285714285712,0,0,0.5,1,0,0,0,0,0
40,1,0.6923076923076925,0,0.4500000000000002,0.6111111111111116,0.8000000000000003,0.7857142857142856,0,0,1.0,1,0,1,0,0,1
13,0,0.3076923076923075,0,0.5499999999999998,0.5555555555555562,0.8000000000000003,0.7857142857142856,0,0,0.6111111111111107,1,0,0,1,0,0
18,1,0.8461538461538458,0,0.5499999999999998,0.9444444444444446,0.8000000000000003,0.7857142857142856,0,0,0.7777777777777777,1,0,0,0,0,1
441,1,0.6923076923076925,0,0.5,0.7222222222222223,0.8399999999999999,0.5714285714285712,0,0,0.7222222222222223,1,0,0,0,0,1
360,0,0.5384615384615383,0,0.35000000000000053,1.0,0.8000000000000003,0.8571428571428568,0,0,0.33333333333333304,0,0,1,1,1,1
706,0,0.5384615384615383,0,0.40000000000000036,0.3888888888888893,0.28000000000000025,0.5714285714285712,0,0,0.6111111111111107,1,0,0,1,0,1
158,0,0.5384615384615383,1,0.15000000000000036,0.7777777777777777,0.6400000000000001,0.7857142857142856,1,0,0.5555555555555554,1,1,0,0,0,1
